x,y,z
7.14,3.31,23.57
7.14,3.31,23.57
7.14,3.31,23.57
7.14,3.31,23.57
7.273234,3.575877,23.66421
7.405877,3.837035,23.758
7.537339,4.088837,23.85096
7.667035,4.326813,23.94267
7.794389,4.54674,24.03272
7.918837,4.744712,24.12072
8.039824,4.917216,24.20627
8.156813,5.061191,24.289
8.269285,5.174078,24.36852
8.37674,5.253876,24.44451
8.4787,5.299167,24.5166
8.574712,5.309147,24.58449
8.664351,5.28364,24.64788
8.747216,5.223097,24.70647
8.822942,5.128595,24.76002
8.891191,5.001809,24.80828
8.951658,4.844992,24.85104
9.004078,4.660926,24.8881
9.048216,4.452879,24.91931
9.083876,4.224545,24.94453
9.110899,3.979976,24.96364
9.129167,3.723514,24.97655
9.138597,3.459711,24.98322
9.139147,3.193251,24.98361
9.130816,2.928864,24.97772
9.11364,2.671242,24.96557
9.087695,2.424959,24.94723
9.053097,2.194386,24.92276
9.01,1.983618,24.89229
8.958594,1.796395,24.85594
8.89911,1.63604,24.81388
8.831809,1.505401,24.76629
8.756992,1.406796,24.71339
8.674992,1.341975,24.6554
8.586171,1.31209,24.5926
8.490926,1.317671,24.52525
8.389679,1.358618,24.45366
8.282879,1.434206,24.37814
8.171002,1.543091,24.29903
8.054545,1.683341,24.21668
7.934024,1.852468,24.13146
7.809976,2.047467,24.04375
7.682951,2.264878,23.95392
7.553514,2.500842,23.8624
7.422239,2.75117,23.76957
7.289711,3.011417,23.67586
7.156518,3.276965,23.58168
7.023251,3.543099,23.48745
6.890503,3.805096,23.39358
6.758863,4.058303,23.3005
6.628918,4.298227,23.20861
6.501242,4.520609,23.11833
6.376404,4.721501,23.03006
6.254959,4.897336,22.94418
6.137445,5.044994,22.86109
6.024386,5.161853,22.78114
5.916284,5.24584,22.7047
5.813618,5.295462,22.63211
5.716845,5.309839,22.56368
5.626395,5.288716,22.49972
5.542669,5.232468,22.44052
5.46604,5.142094,22.38633
5.396848,5.019197,22.33741
5.335401,4.86596,22.29395
5.281971,4.685102,22.25617
5.236795,4.479834,22.22423
5.200076,4.2538,22.19827
5.171975,4.01101,22.1784
5.152618,3.755778,22.16471
5.14209,3.492633,22.15726
5.140439,3.226246,22.1561
5.147671,2.961346,22.16121
5.163754,2.702634,22.17258
5.188618,2.454705,22.19016
5.222152,2.221956,22.21388
5.264205,2.008523,22.24361
5.314593,1.818194,22.27924
5.373091,1.654346,22.32061
5.439438,1.519889,22.36752
5.513341,1.417208,22.41978
5.594471,1.348127,22.47715
5.682468,1.313872,22.53937
5.776939,1.315052,22.60617
5.877467,1.351645,22.67725
5.983604,1.423001,22.7523
6.094878,1.527854,22.83099
6.210796,1.664343,22.91295
6.330842,1.830045,22.99784
6.454484,2.022019,23.08527
6.58117,2.236856,23.17485
6.710339,2.470742,23.26618
6.841417,2.719527,23.35887
6.973822,2.978793,23.45249
7.106965,3.243938,23.54664
7.240254,3.510257,23.64089
7.373099,3.773022,23.73483
7.504908,4.027566,23.82803
7.635096,4.269372,23.92009
7.763083,4.494148,24.01059
7.888303,4.697904,24.09913
8.010198,4.877022,24.18532
8.128227,5.028324,24.26878
8.241865,5.149123,24.34914
8.350609,5.237275,24.42603
8.453974,5.291215,24.49912
8.5515,5.309985,24.56808
8.642756,5.293253,24.63261
8.727336,5.241315,24.69242
8.804863,5.155094,24.74724
8.874994,5.036119,24.79683
8.937416,4.886503,24.84097
8.991854,4.708902,24.87946
9.038063,4.506468,24.91213
